id;user_id;hotel_id;hotel_name;hotel_stars;city_tax;address;begin_date;end_date;price_per_night;includes_breakfast;room_details;rating;comment
Book0000031052;Erika-ÉLourenço;HTL204;Retiro Park Inn;3;2;204 Calle de Alfonso XII, Madrid;2023/02/13;2023/02/14;150;false;Amenities: Coffee Maker;4;Impressive lobby and amenities.
Book0000031054;LucianNascimento;HTL205;Plaza Mayor Hotel;4;2;205 Plaza Mayor, Madrid;2023/02/13;2023/02/16;;true;Amenities: Coffee Maker;4;The in-room amenities were a nice touch.
Book0000031062;DDomingues-Tavares;HTL203;Gran Vía View Hotel;4;2;203 Gran Vía, Madrid;2023/02/13;2023/02/17;210;true;Room Type: Suite;1;
Book0000031066;ClGomes;HTL202;Royal Palace Suites;5;2;202 Plaza de Oriente, Madrid;2023/02/13;2023/02/16;280;true;Bathroom: Private;3;The spa treatments were rejuvenating.
Book0000031071;CaLeal188;HTL203;;4;2;203 Gran Vía, Madrid;2023/02/13;2023/02/17;210;true;Room Type: Family Suite;2;The staff was attentive to our needs.
Book0000031084;NaiaPaiva;HTL203;Gran Vía View Hotel;4;2;203 Gran Vía, Madrid;2023/02/13;2023/02/17;210;true;Amenities: Air Conditioning;2;
Book0000031098;CarAssunção255;HTL201;Puerta del Sol Hotel;4;2;201 Calle de Alcalá, Madrid;2023/02/13;2023/02/16;180;true;Number of Beds: 2 Double Beds;3;
Book0000031100;AmélCosta;HTL205;Plaza Mayor Hotel;4;2;205 Plaza Mayor, Madrid;2023/02/13;2023/02/16;190;true;View: Garden View;3;We had a fantastic stay at this hotel.
Book0000031101;AAbreu-Torres;HTL202;Royal Palace Suites;-25;2;202 Plaza de Oriente, Madrid;2023/02/13;2023/02/17;280;true;Bathroom: Shower;2;
Book0000031128;SoHenriques640;HTL301;;4;3;301 Nyhavn, Copenhagen;2022/03/01;2022/03/02;280;true;Room Type: Standard;4;
Book0000031129;MárMachado;HTL304;Copenhagen Harbor View Inn;4;3;304 Havnegade, Copenhagen;2022/03/01;2022/03/03;320;TRUE;Occupancy: 1 Guest;2;
Book0000031156;JulCoelho;HTL901;Alfama District Hotel;3;2;901 Rua dos Bacalhoeiros, Lisbon;2023/02/08;2023/02/09;120;true;Bathroom: Private;4;The pool area was relaxing and clean.
Book0000031195;MárcAnjos649;HTL703;Holmenkollen Lodge;4.4;4;703 Kongeveien, Oslo;2021/06/13;2021/06/14;350;true;Occupancy: 4 Guests;1;
Book0000031203;GonJesus;HTL704;Opera House Suites;4;4;704 Kirsten Flagstads plass, Oslo;2021/06/13;2021/06/17;240;true;Occupancy: 3 Guests;3;Good room service options.
Book0000031213;EmSoares;HTL703;Holmenkollen Lodge;5;4;703 Kongeveien, Oslo;2021/06/13;2021/06/17;350;true;Occupancy: 3 Guests;4;
Book0000031223;FrancFerreira;HTL1401;Brandenburg Gate Hotel;4;3;1401 Pariser Platz, Berlin;2022/12/05;2022/12/06;220;true;Occupancy: 4 Guests;3;Great hotel, excellent service!
Book0000031246;NádBrito;HTL1402;Alexanderplatz Suites;3;3;1402 Alexanderplatz, Berlin;2022/12/05;2022/12/06;160;false;Amenities: TV;3;The check-in process was quick and easy.
Book0000031265;LeonoBorges2020;HTL1402;Alexanderplatz Suites;3;3;1402 Alexanderplatz, Berlin;2022/12/05;2022/12/07;160;false;Occupancy: 2 Guests;4;We had a memorable experience at this hotel.
Book0000031266;IaraBatista;HTL1404;Spree Riverfront Hotel;4;3;1404 Schiffbauerdamm, Berlin;2022/12/05;2022/12/09;200;true;Room Type: Family Suite;4;
Book0000031279;IMatias755;HTL911;Castle Hill Inn;5;2;1 Castle Hill, Budapest;2021/09/20;2021/09/24;220;true;Number of Beds: 2;3;The spa treatments were rejuvenating.
Book0000031289;MaMagalhães;HTL912;Riverside Suites;4;2;12 Riverside Road, Budapest;2021/09/20;2021/09/23;180;true;Room Type: Executive Suite;4;Excellent housekeeping service.
Book0000031301;MaCarvalho1128;HTL913;City Center Plaza Hotel;3;2;45 Plaza Street, Budapest;2021/09/20;2021/09/24;100;false;Number of Beds: 1;4;
;VítoNascimento1015;HTL302;Copenhagen Grand Palace;5;3;302 Kongens Nytorv, Copenhagen;2023/02/07;2023/02/08;380;true;View: City View;3;
Book0000031325;ÂngelMatias;HTL304;Copenhagen Harbor View Inn;4;3;304 Havnegade, Copenhagen;2023/02/07;2023/02/10;320;true;Room Size: 700 sq ft;4;
Book0000031326;ÂSá593;HTL301;Nyhavn Waterfront Hotel;4;3;301 Nyhavn, Copenhagen;2023/02/07;2023/02/10;280;true;Bathroom: Shower;4;
;SaValente;HTL1105;Josefov District Hotel;4;1;1105 Josefov, Prague;2023/06/06;2023/06/10;240;true;Room Size: 400 sq ft;2;Well-appointed rooms with nice decor.
Book0000031355;ManueCosta;HTL1101;Old Town Square Hotel;4;1;1101 Staroměstské náměstí, Prague;2023/06/07;2023/06/06;230;true;View: Mountain View;4;The concierge provided helpful recommendations.
Book0000031360;JéssCarneiro1420;HTL1105;Josefov District Hotel;4;1;1105 Josefov, Prague;2023/06/06;2023/06/10;240;true;Room Size: 400 sq ft;3;
Book0000031362;AfoMatos;HTL1105;Josefov District Hotel;4;1;1105 Josefov, Prague;2023/06/06;2023/06/07;240;true;Room Size: 400 sq ft;4;
Book0000031368;ErAzevedo286;HTL1101;Old Town Square Hotel;4;1;1101 Staroměstské náměstí, Prague;2023/06/06;2023/06/08;230;true;Occupancy: 3 Guests;2;Clean and well-maintained rooms.
Book0000031407;BrDomingues466;HTL104;Seine Riverfront Hotel;4;2;104 Quai de la Seine, Paris;2022/12/01;2022/12/03;200;true;Bathroom: Shower;1;
;NRodrigues80;HTL910;Budapest View Hotel;3;2;910 Riverside Avenue, Budapest;2021/07/13;2021/07/17;120;true;Bathroom: Shower;1;
Book0000031446;Filipa-EmíliPires;HTL912;Riverside Suites;4;2;12 Riverside Road, Budapest;2021/03/18;2021/03/19;;true;Bathroom: Private;4;The breakfast buffet was delicious.
Book0000031453;BenBrito1722;HTL910;Budapest View Hotel;3;2;910 Riverside Avenue, Budapest;2021/03/18;2021/03/20;120;true;Room Size: 300 sq ft;1;Quiet and peaceful ambiance.
Book0000031475;EduaMarques;HTL911;Castle Hill Inn;5;2;1 Castle Hill, Budapest;2022/11/16;2022/11/17;220;true;Bathroom: Private;3;The spa treatments were rejuvenating.
Book0000031482;RafaMonteiro875;HTL1603;Warsaw Central Suites;3;4;303 Centrum, Warsaw;2021/05/05;2021/05/07;160;false;Room Size: 700 sq ft;2;The hotel offered a complimentary shuttle service.
Book0000031488;RaqHenriques540;HTL1604;Warsaw Riverside Inn;4;4;304 Nad Wisłą, Warsaw;2021/05/05;2021/05/06;320;true;Room Type: Standard;3;
Book0000031505;RodriMarques1195;HTL901;Alfama District Hotel;3;2;901 Rua dos Bacalhoeiros, Lisbon;2021/12/11;2021/12/15;120;true;Room Type: Executive Suite;3;
Book0000031515;MaTeixeira1593;HTL904;Chiado Plaza Hotel;3;2;904 Rua Garrett, Lisbon;2021/12/11;2021/12/14;150;F;View: Mountain View;2;
Book0000031519;YCoelho47;HTL902;Bairro Alto Suites;4;2;902 Rua da Rosa, Lisbon;2021/12/11;2021/12/12;190;true;Number of Beds: 2;3;
Book0000031545;AriaPinheiro-Santos;HTL904;Chiado Plaza Hotel;3;2;;2021/12/11;2021/12/14;150;false;Amenities: Free Wi-Fi;3;
Book0000031596;IsmAbreu1728;HTL102;Louvre Palace Hotel;5;2;102 Rue du Louvre, Paris;2022/09/06;2022/09/09;300;true;Bathroom: Private;1;
Book0000031647;EAlves15;HTL103;Montmartre Suites;3;2;103 Rue de Montmartre, Paris;2023/08/18;2023/08/22;150;false;Bathroom: Shower;3;Great place to stay for business travelers.
Book0000031677;AdrPinheiro-Vieira;HTL102;Louvre Palace Hotel;5;2;102 Rue du Louvre, Paris;2023/08/18;2023/08/19;300;true;Room Size: 400 sq ft;3;The staff went above and beyond to make us feel welcome.
Book0000031681;MárMachado;HTL601;Vienna Opera Hotel;4;4;601 Opernring, Vienna;2022/01/14;2022/01/16;190;true;Occupancy: 4 Guests;1;
Book0000031696;DGuerreiro;HTL605;Schönbrunn Palace Hotel;4;4;605 Schönbrunner Schloßstraße, Vienna;2022/01/14;2022/01/15;210;true;Room Size: 700 sq ft;4;
Book0000031701;EmNascimento;HTL601;Vienna Opera Hotel;4;4;601 Opernring, Vienna;2022/01/14;2022/01/18;190;true;Room Type: Standard;3;The rooftop bar has amazing cocktails.
Book0000031723;JoeAnjos;HTL603;Stephansplatz Inn;3;4;603 Stephansplatz, Vienna;2022/01/14;2022/01/18;150;-23;Number of Beds: 2 Queen Beds;1;Great hotel, excellent service!
Book0000031729;EmNeto;HTL603;Stephansplatz Inn;3;4;603 Stephansplatz, Vienna;2022/01/14;2022/01/16;150;false;Room Size: 300 sq ft;4;Close to shopping and dining options.
Book0000031732;AméliAnjos;HTL604;Danube Riverfront Hotel;4;4;604 Donaukanal, Vienna;2022/01/14;2022/01/15;220;true;Amenities: Air Conditioning;4;We enjoyed our stay here.
Book0000031739;CaetCoelho1339;HTL305;Spanish Steps Plaza Hotel;4;3;305 Piazza di Spagna, Rome;2022/04/22;2022/04/25;210;true;Amenities: TV;4;
Book0000031740;DaCorreia112;HTL304;Roman Forum Inn;4;3;304 Via dei Fori Imperiali, Rome;2022/04/22;2022/04/26;220;true;Room Type: Family Suite;2;We enjoyed our stay here.
Book0000031765;RMiranda;HTL304;Roman Forum Inn;4;3;304 Via dei Fori Imperiali, Rome;2022/04/22;2022/04/26;220;true;Bathroom: Private;3;
Book0000031779;DeAzevedo;HTL302;Vatican City Suites;5;3;302 Via della Conciliazione, Rome;2022/04/22;2022/04/25;320;T;Occupancy: 4 Guests;1;
Book0000031803;BrDomingues466;HTL705;Aker Brygge Waterfront Hotel;4;4;705 Stranden, Oslo;2022/01/03;2022/01/05;260;true;Room Type: Executive Suite;3;The staff was attentive to our needs.
Book0000031827;MaBorges-Mota;HTL704;Opera House Suites;4;4;704 Kirsten Flagstads plass, Oslo;09:43:29 AM/13/07/2019;2022/10/14;240;true;Room Size: 700 sq ft;4;Spa facilities were top-notch.
Book0000031843;DMachado1458;HTL705;Aker Brygge Waterfront Hotel;4;4;705 Stranden, Oslo;2022/10/13;2022/10/17;260;true;View: Mountain View;2;The breakfast buffet was delicious.
Book0000031870;SaValente;HTL304;Roman Forum Inn;4;3;304 Via dei Fori Imperiali, Rome;2021/08/05;2021/08/09;220;true;Number of Beds: 2 Queen Beds;2;The concierge provided helpful recommendations.
Book0000031873;TCampos;HTL302;Vatican City Suites;5;3;302 Via della Conciliazione, Rome;2021/08/05;2021/08/08;320;true;Amenities: Air Conditioning;2;
Book0000031877;CaAlmeida1457;HTL303;Trevi Fountain Hotel;3;3;303 Piazza di Trevi, Rome;2021/08/05;2021/08/09;160;false;Amenities: Air Conditioning;4;Staff was friendly and accommodating.
Book0000031896;IsAntunes;HTL302;Vatican City Suites;5;3;302 Via della Conciliazione, Rome;2021/08/05;2021/08/07;320;true;Room Type: Executive Suite;2;Great hotel, excellent service!
Book0000031930;NunPereira;HTL901;Alfama District Hotel;3;2;901 Rua dos Bacalhoeiros, Lisbon;2021/11/14;2021/11/18;120;true;Occupancy: 2 Guests;4;The hotel has a modern and stylish design.
Book0000031978;NAntunes667;HTL804;Sforza Castle View Hotel;4;2;804 Piazza Castello, Milan;2023/08/13;2023/08/14;210;true;Amenities: Coffee Maker;3;Great hotel, excellent service!
Book0000031994;DJesus;HTL1602;Old Town Boutique Hotel;4;4;302 Stare Miasto, Warsaw;2021/02/08;2021/02/12;290;true;Occupancy: 3 Guests;4;
Book0000032002;MirBaptista376;HTL1601;Royal Palace Hotel;5;4;301 Aleje Ujazdowskie, Warsaw;2021/02/08;2021/02/10;380;true;View: Garden View;1;
Book0000032016;RuFreitas56;HTL1604;Warsaw Riverside Inn;4;4;304 Nad Wisłą, Warsaw;2021/02/08;2021/02/09;320;true;Occupancy: 1 Guest;4;Impressive lobby and amenities.
Book0000032024;AnDomingues1527;HTL505;Eixample View Hotel;5;2;505 Carrer d'Enric Granados, Barcelona;2022/07/18;2022/07/19;300;true;View: City View;3;The hotel has a modern and stylish design.
Book0000032052;IsaaGaspar;HTL502;Gothic Quarter Inn;3;2;502 Carrer de la Ciutat, Barcelona;2022/07/18;2022/07/21;150;false;Room Type: Executive Suite;1;Great place to unwind after a busy day.
Book0000032097;MaBranco-Leal664;;Gran Vía View Hotel;4;2;203 Gran Vía, Madrid;2021/07/10;2021/07/12;210;true;Amenities: Air Conditioning;2;
Book0000032111;RodriAzevedo728;HTL202;Royal Palace Suites;5;2;202 Plaza de Oriente, Madrid;2021/07/10;2021/07/14;280;true;View: Mountain View;2;The room was spacious and clean.
Book0000032126;RuFreitas56;HTL1404;Spree Riverfront Hotel;4;3;1404 Schiffbauerdamm, Berlin;2022/09/08;2022/09/09;200;true;Occupancy: 4 Guests;2;The hotel's location was convenient for sightseeing.
Book0000032162;BeSoares;HTL1405;Kurfürstendamm Plaza Hotel;4;3;1405 Kurfürstendamm, Berlin;2022/09/08;2022/09/09;230;-1;Number of Beds: 2 Double Beds;2;An enjoyable stay overall.
Book0000032166;IaraBatista;HTL1401;Brandenburg Gate Hotel;4;3;1401 Pariser Platz, Berlin;2022/09/08;2022/09/12;220;true;Room Type: Deluxe;4;
Book0000032172;MáAmaral;HTL1403;Prenzlauer Berg Inn;2;3;1403 Kastanienallee, Berlin;2022/09/08;2022/09/10;120;false;Number of Beds: 2 Double Beds;2;The concierge provided helpful recommendations.
Book0000032192;NúrFernandes;;Vatican City Suites;5;3;302 Via della Conciliazione, Rome;2023/08/03;2023/08/04;320;true;View: City View;4;Great hotel, excellent service!
Book0000032194;PiMaia;HTL301;Colosseum View Hotel;4;3;301 Via di San Gregorio, Rome;2023/08/03;2023/08/05;200;true;Bathroom: Bathtub;1;The rooftop bar has amazing cocktails.
Book0000032196;WilsRibeiro1334;HTL301;Colosseum View Hotel;4;3;301 Via di San Gregorio, Rome;2023|08|03;2023/08/06;200;true;View: City View;4;Beautiful views from our room.
Book0000032218;MáAmaral;HTL204;Retiro Park Inn;3;2;204 Calle de Alfonso XII, Madrid;2022/04/22;2022/04/26;150;false;Amenities: Mini Fridge;1;The rooftop bar has amazing cocktails.
Book0000032220;NAntunes667;HTL204;Retiro Park Inn;3;2;204 Calle de Alfonso XII, Madrid;2022/04/22;2022/04/26;150;false;Room Size: 700 sq ft;4;
Book0000032224;CrisFigueiredo-Gaspar1861;;Plaza Mayor Hotel;4;2;205 Plaza Mayor, Madrid;2022/04/22;2022/04/26;190;true;Number of Beds: 2 Double Beds;1;
Book0000032233;RafaeBarros388;HTL202;Royal Palace Suites;5;2;202 Plaza de Oriente, Madrid;2022/04/22;2022/04/25;280;true;Occupancy: 3 Guests;2;
Book0000032250;GonçalCarneiro1601;HTL201;Puerta del Sol Hotel;4;2;201 Calle de Alcalá, Madrid;2022/04/22;2022/04/26;180;true;Room Type: Deluxe;1;
Book0000032266;AniFaria;HTL201;Puerta del Sol Hotel;4;2;;2022/04/22;2022/04/25;180;true;View: Mountain View;3;
Book0000032269;SoraiPereira;HTL202;Royal Palace Suites;5;2;202 Plaza de Oriente, Madrid;2022/04/22;2022/04/25;280;true;Room Type: Deluxe;1;Spa facilities were top-notch.
Book0000032277;MiGaspar916;HTL804;Sforza Castle View Hotel;4;2;804 Piazza Castello, Milan;2023/08/13;2023/08/16;210;true;Occupancy: 1 Guest;2;
Book0000032353;PatríciRodrigues;HTL901;Alfama District Hotel;3;2;901 Rua dos Bacalhoeiros, Lisbon;2021/01/07;2021/01/09;120;true;Room Size: 500 sq ft;2;Well-appointed rooms with nice decor.
Book0000032366;SiAzevedo520;HTL902;Bairro Alto Suites;4;2;902 Rua da Rosa, Lisbon;2021/01/07;2021/01/08;190;true;Amenities: Air Conditioning;2;
Book0000032380;WiLeite;HTL901;Alfama District Hotel;3;2;901 Rua dos Bacalhoeiros, Lisbon;2021/01/07;2021/01/09;120;true;Number of Beds: 2 Double Beds;1;Impressive lobby and amenities.
Book0000032435;LNascimento20;HTL1102;Charles Bridge Suites;5;1;1102 Karlův most, Prague;2023/07/21;2023/07/23;350;true;Bathroom: Bathtub;2;
;MeliBranco;HTL904;Chiado Plaza Hotel;3;2;904 Rua Garrett, Lisbon;2023/05/03;2023/05/07;150;false;Room Type: Family Suite;2;Good room service options.
Book0000032487;IsCruz;HTL905;Rossio Square Inn;4;2;;2023/05/03;2023/05/05;200;T;Room Type: Executive Suite;2;Great place to unwind after a busy day.
Book0000032550;HMatias1250;HTL1601;Royal Palace Hotel;5;4;301 Aleje Ujazdowskie, Warsaw;2022/10/06;2022/10/07;380;true;Room Size: 500 sq ft;4;
Book0000032554;RafFreitas1082;HTL1605;;4;4;305 Parkowa Aleja, Warsaw;2022/10/06;2022/10/09;310;true;Occupancy: 4 Guests;1;
Book0000032556;HenRodrigues592;HTL1601;Royal Palace Hotel;5;4;301 Aleje Ujazdowskie, Warsaw;2022/10/06;2022/10/07;380;true;Room Size: 500 sq ft;2;
Book0000032559;RaqueMoreira;HTL1604;Warsaw Riverside Inn;4;4;304 Nad Wisłą, Warsaw;2022/10/06;2022/10/07;320;true;Room Type: Executive Suite;2;
Book0000032590;Júlia-SarMelo;HTL102;;5;2;102 Rue du Louvre, Paris;2021/11/01;2021/11/03;300;true;Room Type: Family Suite;1;Great place to unwind after a busy day.
Book0000032592;SLourenço;HTL104;Seine Riverfront Hotel;4;2;104 Quai de la Seine, Paris;2021/11/01;2021/11/03;200;true;Room Size: 300 sq ft;1;
Book0000032607;YasmiCastro1813;HTL103;Montmartre Suites;3;2;103 Rue de Montmartre, Paris;2021/11/01;2021/11/04;150;false;Occupancy: 1 Guest;3;
Book0000032620;GabrLeite1137;HTL902;Bairro Alto Suites;4;2;902 Rua da Rosa, Lisbon;2021/03/04;2021/03/08;190;true;Amenities: TV;4;
Book0000032623;JLourenço1891;HTL901;Alfama District Hotel;3;2;901 Rua dos Bacalhoeiros, Lisbon;2021/03/04;2021/03/06;120;true;Occupancy: 2 Guests;3;
Book0000032633;NoValente616;HTL903;Belém Riverside Hotel;4;2;903 Avenida de Brasília, Lisbon;25/09/2021;2021/03/07;220;true;View: Garden View;3;Conveniently located near public transportation.
Book0000032646;JAraújo870;HTL902;Bairro Alto Suites;4;2;902 Rua da Rosa, Lisbon;2021/03/04;2021/03/05;190;true;Room Size: 400 sq ft;3;
Book0000032652;IsaBorges1492;HTL902;Bairro Alto Suites;-25;2;902 Rua da Rosa, Lisbon;2021/03/04;2021/03/07;190;true;Bathroom: Ensuite;3;
Book0000032658;VictóCosta;HTL905;Rossio Square Inn;4;2;905 Praça do Rossio, Lisbon;2021/03/04;2021/03/07;200;true;Bathroom: Private;4;Conveniently located near public transportation.
Book0000032677;SebastiAlves1861;HTL1105;Josefov District Hotel;4;1;1105 Josefov, Prague;2021/02/02;2021/02/04;240;true;Number of Beds: 1 King Bed;2;
Book0000032682;AAraújo981;HTL1104;Prague Castle View Hotel;4;1;1104 Hradčanské náměstí, Prague;2021/02/02;2021/02/04;210;true;Bathroom: Private;1;Comfy beds and pillows.
Book0000032687;JCardoso1920;HTL1102;Charles Bridge Suites;5;1;1102 Karlův most, Prague;2021/02/02;2021/02/04;350;true;Room Size: 700 sq ft;4;An enjoyable stay overall.
Book0000032711;LeAraújo1442;HTL702;Viking Heritage Inn;3;4;702 Karl Johans gate, Oslo;2023/05/16;2023/05/17;150;false;Room Type: Standard;2;The spa treatments were rejuvenating.
Book0000032739;BrRocha-Oliveira;HTL701;Fjord View Hotel;4;4;701 Akershusstranda, Oslo;2023/05/16;2023/05/20;220;true;Number of Beds: 1 King Bed;1;The pool area was relaxing and clean.
Book0000032745;AValente;HTL1304;Cimiez Hill View Hotel;3;3;1304 Avenue des Arènes de Cimiez, Nice;2022/05/05;2022/05/06;190;true;Amenities: Free Wi-Fi;2;
Book0000032775;ValentiEsteves1885;HTL1305;Place Masséna Plaza Hotel;4;3;1305 Place Masséna, Nice;2022/05/05;2022/05/07;230;true;Bathroom: Shower;1;Delicious room service meals.
Book0000032808;JoMota;;Retiro Park Inn;3;2;204 Calle de Alfonso XII, Madrid;2022/04/08;2022/04/09;150;false;Room Size: 700 sq ft;1;The in-room amenities were a nice touch.
Book0000032854;AlexanFonseca1348;HTL1105;Josefov District Hotel;4;1;1105 Josefov, Prague;2023/06/11;2023/06/15;240;true;Room Size: 500 sq ft;4;Staff was friendly and accommodating.
Book0000032856;SaAnjos-Cruz;HTL1101;Old Town Square Hotel;4;1;1101 Staroměstské náměstí, Prague;2023/06/11;2023/06/12;230;true;View: City View;1;
Book0000032867;SebastiAlves1861;HTL1104;Prague Castle View Hotel;4;1;1104 Hradčanské náměstí, Prague;2023/06/11;2023/06/13;210;true;Room Size: 500 sq ft;3;Spa facilities were top-notch.
Book0000032878;LauCosta-Leal;HTL1105;Josefov District Hotel;4;-4;1105 Josefov, Prague;2023/06/11;2023/06/13;240;true;Room Size: 400 sq ft;4;
Book0000032884;GabTavares-Valente751;HTL1105;Josefov District Hotel;4;1;1105 Josefov, Prague;2023/06/11;2023/06/15;240;true;Bathroom: Ensuite;1;
Book0000032886;VítMiranda328;HTL1103;Wenceslas Square Inn;3;1;1103 Václavské náměstí, Prague;2023/06/11;2023/06/13;160;false;Room Size: 500 sq ft;3;Clean and well-maintained rooms.
Book0000032888;HuNunes1881;HTL1105;Josefov District Hotel;4;-25;1105 Josefov, Prague;2023/06/11;2023/06/15;240;true;View: Garden View;3;
Book0000032913;SaTavares-Azevedo110;HTL304;Roman Forum Inn;4;3;304 Via dei Fori Imperiali, Rome;2021/06/17;2021/06/18;220;true;View: Mountain View;1;
Book0000032931;ErikPaiva-Ferreira238;;Colosseum View Hotel;4;3;301 Via di San Gregorio, Rome;2021/06/17;2021/06/18;200;true;Room Type: Suite;3;The pool area was relaxing and clean.
Book0000032955;LeonoBorges2020;HTL503;Barceloneta Beachfront Hotel;4;2;503 Passeig de Joan de Borbó, Barcelona;2023/03/15;2023/03/17;220;true;View: City View;1;A cozy and charming hotel.
Book0000032974;NunPereira;HTL502;Gothic Quarter Inn;3;2;502 Carrer de la Ciutat, Barcelona;2023/03/15;2023/03/19;150;false;Occupancy: 4 Guests;2;
Book0000032978;AValente;HTL501;Sagrada Familia Hotel;4;2;501 Carrer de Mallorca, Barcelona;2023/03/15;2023/03/18;180;true;Number of Beds: 1;4;
Book0000032980;IvAlmeida310;HTL204;Retiro Park Inn;3;2;204 Calle de Alfonso XII, Madrid;2022/11/13;2022/11/16;150;false;Number of Beds: 1;1;Good room service options.
Book0000032994;ErikPaiva-Ferreira238;HTL204;Retiro Park Inn;3;2;204 Calle de Alfonso XII, Madrid;2022/11/13;2022/11/15;150;-1.1;Occupancy: 4 Guests;3;
Book0000033004;AfonsAssunção;;Retiro Park Inn;3;2;204 Calle de Alfonso XII, Madrid;2022/11/13;2022/11/16;150;false;View: City View;4;
Book0000033016;MicBatista;HTL203;Gran Vía View Hotel;4;2;203 Gran Vía, Madrid;2022/11/13;2022/11/14;210;true;Room Type: Family Suite;2;Excellent housekeeping service.
Book0000033045;RuCoelho;;Trevi Fountain Hotel;3;3;303 Piazza di Trevi, Rome;2023/04/11;2023/04/12;160;false;View: Garden View;2;The fitness center had modern equipment.
Book0000033072;SaAnjos-Cruz;HTL104;Seine Riverfront Hotel;4;2;104 Quai de la Seine, Paris;2021/09/18;2021/09/20;200;true;Number of Beds: 2 Double Beds;4;Easy access to tourist attractions.
Book0000033091;ÂngCruz;HTL102;Louvre Palace Hotel;5;2;102 Rue du Louvre, Paris;2021/09/18;2021/09/20;300;T;Room Type: Family Suite;2;Impressive lobby and amenities.
Book0000033103;MargFaria1736;HTL404;Museum Quarter Hotel;4;2;404 Hobbemastraat, Amsterdam;2021/11/13;2021/11/17;180;true;Room Type: Suite;1;We had a memorable experience at this hotel.
Book0000033111;FPinho-Teixeira;HTL404;Museum Quarter Hotel;4;2;404 Hobbemastraat, Amsterdam;2021/11/16;2021/11/13;180;true;Number of Beds: 1 King Bed;1;The pool area was relaxing and clean.
Book0000033123;SoBarros1885;HTL302;Copenhagen Grand Palace;5;3;302 Kongens Nytorv, Copenhagen;2022/03/05;2022/03/09;380;true;Amenities: TV;3;
Book0000033125;IsaaGaspar;HTL305;Vesterbro Comfort Suites;4;3;305 Vesterbrogade, Copenhagen;2022/03/05;2022/03/09;290;true;Room Type: Standard;2;
Book0000033128;DaviSousa1074;HTL301;Nyhavn Waterfront Hotel;4;3;301 Nyhavn, Copenhagen;2022/03/05;2022/03/07;280;true;Bathroom: Private;4;Quiet and peaceful ambiance.
Book0000033139;AndrValente;HTL305;Vesterbro Comfort Suites;4;3;305 Vesterbrogade, Copenhagen;2022/03/05;2022/03/09;290;true;Room Type: Standard;3;
Book0000033143;CMachado1477;HTL302;Copenhagen Grand Palace;5;3;302 Kongens Nytorv, Copenhagen;2022/03/05;2022/03/08;380;true;Bathroom: Bathtub;4;We enjoyed our stay here.
Book0000033162;BriaAntunes1953;HTL605;Schönbrunn Palace Hotel;-1;4;605 Schönbrunner Schloßstraße, Vienna;2023/01/17;2023/01/18;210;true;Room Size: 500 sq ft;3;
Book0000033165;IsAntunes;HTL601;Vienna Opera Hotel;4;4;601 Opernring, Vienna;2023/01/17;2023/01/19;190;true;Room Size: 500 sq ft;4;
Book0000033172;MaTeixeira1593;HTL602;Belvedere Palace Suites;5;4;602 Prinz Eugen-Straße, Vienna;2023/01/17;2023/01/20;280;true;Amenities: TV;2;
Book0000033188;MGaspar;HTL605;Schönbrunn Palace Hotel;4;4;605 Schönbrunner Schloßstraße, Vienna;2023/01/17;2023/01/18;210;true;Number of Beds: 2 Double Beds;3;
Book0000033200;LeanMiranda;HTL604;Danube Riverfront Hotel;4;4;604 Donaukanal, Vienna;2023/01/17;2023/01/20;220;true;Occupancy: 4 Guests;4;
Book0000033204;GonJesus;HTL605;Schönbrunn Palace Hotel;4;4;605 Schönbrunner Schloßstraße, Vienna;2023/01/17;2023/01/20;210;true;View: Mountain View;1;The staff went above and beyond to make us feel welcome.
Book0000033228;VicentEsteves607;;Wenceslas Square Inn;3;1;1103 Václavské náměstí, Prague;2023/01/06;2023/01/10;160;false;Room Size: 700 sq ft;2;Conveniently located near public transportation.
Book0000033233;SoCunha682;HTL1102;Charles Bridge Suites;5;1;1102 Karlův most, Prague;2023/01/06;2023/01/09;350;-1.1;Amenities: Air Conditioning;4;
Book0000033239;AfonsRamos;HTL1101;Old Town Square Hotel;4;3.2;1101 Staroměstské náměstí, Prague;2023/01/06;2023/01/07;230;T;Number of Beds: 1 King Bed;2;
Book0000033242;SPinho687;HTL1102;Charles Bridge Suites;5;1;1102 Karlův most, Prague;2023/01/06;2023/01/09;350;true;View: Garden View;3;The hotel restaurant had a diverse menu.
Book0000033245;VerMelo;HTL1103;Wenceslas Square Inn;3;1;1103 Václavské náměstí, Prague;2023/01/07;2023/01/06;160;false;Room Size: 500 sq ft;1;Easy access to tourist attractions.
Book0000033247;BMachado;HTL1101;Old Town Square Hotel;4;1;1101 Staroměstské náměstí, Prague;2023/01/06;2023/01/09;230;true;Occupancy: 2 Guests;2;The spa treatments were rejuvenating.
Book0000033277;ÂngCruz;HTL905;Rossio Square Inn;4;2;905 Praça do Rossio, Lisbon;2023/07/06;2023/07/08;200;true;Room Type: Deluxe;2;Conveniently located near public transportation.
Book0000033286;RúbVaz990;HTL903;;4;2;903 Avenida de Brasília, Lisbon;2023/07/06;2023/07/07;220;true;Bathroom: Ensuite;3;Close to shopping and dining options.
